Tipo Auxiliar,Horas,Valor Hora,GENERO,FACULTAD,SEDE,SEMESTRAL,Total
Auxiliares Docencia,31,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,213900
Auxiliares Docencia,130,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,5,897000
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,4,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,4,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,4,1324800
Auxiliares Administrativos,103,6900,Mujer,Ciencias de la Salud,Armenia,10,710700
Auxiliares Docencia,137,6900,Mujer,Ciencias de la Salud,Armenia,10,945300
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,6,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Sistemas,126,6900,Mujer,Ciencias de la Salud,Armenia,9,869400
Auxiliares Sistemas,200,6900,Mujer,Ciencias de la Salud,Armenia,9,1380000
Auxiliares Sistemas,200,6900,Mujer,Ciencias de la Salud,Armenia,9,1380000
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,7,1324800
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,9,579600
Auxiliares Sistemas,200,6900,Mujer,Ciencias de la Salud,Armenia,9,1380000
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,9,1324800
Auxiliares Extensión,26,6900,Mujer,Ciencias de la Salud,Armenia,4,179400
Auxiliares Administrativos,103,6900,Hombre,Ciencias de la Salud,Armenia,9,710700
Auxiliares Docencia,137,6900,Hombre,Ciencias de la Salud,Armenia,9,945300
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,4,1324800
Auxiliares Sistemas,200,6900,Hombre,Ciencias de la Salud,Armenia,4,1380000
Auxiliares Investigación,50,6900,Mujer,Ciencias de la Salud,Armenia,9,345000
Auxiliares Investigación,108,6900,Mujer,Ciencias de la Salud,Armenia,9,745200
Auxiliares Investigación,108,6900,Mujer,Ciencias de la Salud,Armenia,9,745200
Auxiliares Extensión,92,6900,Hombre,Ciencias Agroindustriales,Armenia,1,634800
Auxiliares Investigación,128,6900,Mujer,Ciencias Agroindustriales,Armenia,5,883200
Auxiliares Sistemas,192,6900,Mujer,Ciencias Agroindustriales,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Agroindustriales,Armenia,6,1324800
Auxiliares Docencia,141,976350,Hombre,Ciencias Agroindustriales,Armenia,5,137665350
Auxiliares Administrativos,200,6900,Mujer,Ciencias Agroindustriales,Armenia,10,1380000
Auxiliares Docencia,141,976350,Mujer,Ciencias Agroindustriales,Armenia,10,137665350
Auxiliares Docencia,183,1266150,Mujer,Ciencias Agroindustriales,Armenia,10,231705450
Auxiliares Docencia,183,1266150,Hombre,Ciencias Agroindustriales,Armenia,10,231705450
Auxiliares Sistemas,192,6900,Mujer,Ciencias Agroindustriales,Armenia,5,1324800
Auxiliares Sistemas,84,6900,Hombre,Ciencias Agroindustriales,Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,Ciencias Agroindustriales,Armenia,8,1324800
Auxiliares Investigación,300,6900,Mujer,Ciencias Agroindustriales,Armenia,5,2070000
Auxiliares Investigación,300,6900,Mujer,Ciencias Agroindustriales,Armenia,5,2070000
Auxiliares Docencia,141,976350,Hombre,Ciencias Agroindustriales,Armenia,4,137665350
Auxiliares Docencia,141,976350,Mujer,Ciencias Agroindustriales,Armenia,5,137665350
Auxiliares Sistemas,192,6900,Mujer,Ciencias Agroindustriales,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Agroindustriales,Armenia,8,1324800
Auxiliares Docencia,141,976350,Mujer,Ciencias Agroindustriales,Armenia,8,137665350
Auxiliares Docencia,141,976350,Hombre,Ciencias Agroindustriales,Armenia,9,137665350
Auxiliares Extensión,65,6900,Hombre,Ciencias Agroindustriales,Armenia,5,448500
Auxiliares Investigación,150,6900,Hombre,Ciencias Agroindustriales,Armenia,7,1035000
Auxiliares Docencia,183,1266150,Hombre,Ciencias Agroindustriales,Armenia,6,231705450
Auxiliares Administrativos,60,6900,Hombre,Ingenieria,Armenia,8,414000
Auxiliares Administrativos,100,6900,Hombre,Ingenieria,Armenia,8,690000
Auxiliares Extensión,10,6900,Hombre,Ingenieria,Armenia,5,69000
Auxiliares Extensión,162,6900,Mujer,Ingenieria,Armenia,5,1117800
Auxiliares Administrativos,60,6900,Hombre,Ingenieria,Armenia,6,414000
Auxiliares Administrativos,100,6900,Hombre,Ingenieria,Armenia,6,690000
Auxiliares Docencia,40,6900,Mujer,Ingenieria,Armenia,2,276000
Auxiliares Docencia,30,6900,Hombre,Ingenieria,Armenia,3,207000
Auxiliares Docencia,45,6900,Hombre,Ingenieria,Armenia,3,310500
Auxiliares Extensión,115,6900,Mujer,Ingenieria,Armenia,5,793500
Auxiliares Extensión,68,6900,Hombre,Ingenieria,Armenia,3,469200
Auxiliares Extensión,13,6900,Hombre,Ingenieria,Armenia,3,89700
Auxiliares Sistemas,84,6900,Mujer,Ingenieria,Armenia,10,579600
Auxiliares Extensión,111,6900,Mujer,Ingenieria,Armenia,9,765900
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,9,828000
Auxiliares Docencia,116,6900,Hombre,Ingenieria,Armenia,10,800400
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,9,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,9,1324800
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,9,1380000
Auxiliares Extensión,134,6900,Hombre,Ingenieria,Armenia,9,924600
Auxiliares Extensión,136,6900,Hombre,Ingenieria,Armenia,10,938400
Auxiliares Administrativos,120,6900,Mujer,Ingenieria,Armenia,10,828000
Auxiliares Administrativos,160,6900,Mujer,Ingenieria,Armenia,10,1104000
Auxiliares Extensión,92,6900,Hombre,Ingenieria,Armenia,10,634800
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Extensión,96,6900,Mujer,Ingenieria,Armenia,9,662400
Auxiliares Administrativos,120,6900,Mujer,Ingenieria,Armenia,9,828000
Auxiliares Extensión,112,6900,Hombre,Ingenieria,Armenia,10,772800
Auxiliares Investigación,300,6900,Mujer,Ingenieria,Armenia,10,2070000
Auxiliares Extensión,73,6900,Hombre,Ingenieria,Armenia,10,503700
Auxiliares Extensión,103,6900,Hombre,Ingenieria,Armenia,10,710700
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Extensión,32,6900,Hombre,Ingenieria,Armenia,7,220800
Auxiliares Docencia,78,6900,Mujer,Ingenieria,Armenia,10,538200
Auxiliares Docencia,40,6900,Hombre,Ingenieria,Armenia,10,276000
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,10,331200
Auxiliares Docencia,49,6900,Mujer,Ingenieria,Armenia,10,338100
Auxiliares Administrativos,150,6900,Mujer,Ingenieria,Armenia,10,1035000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,10,1380000
Auxiliares Extensión,56,6900,Mujer,Ingenieria,Armenia,10,386400
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,8,828000
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,8,1104000
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,1,331200
Auxiliares Docencia,60,6900,Hombre,Ingenieria,Armenia,1,414000
Auxiliares Administrativos,160,6900,Mujer,Ingenieria,Armenia,4,1104000
Auxiliares Docencia,150,6900,Hombre,Ingenieria,Armenia,8,1035000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Docencia,60,6900,Hombre,Ingenieria,Armenia,10,414000
Auxiliares Extensión,129,6900,Mujer,Ingenieria,Armenia,10,890100
Auxiliares Administrativos,148,6900,Hombre,Ingenieria,Armenia,7,1021200
Auxiliares Administrativos,100,6900,Hombre,Ingenieria,Armenia,10,690000
Auxiliares Extensión,133,6900,Mujer,Ingenieria,Armenia,7,917700
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Mujer,Ingenieria,Armenia,9,579600
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,9,1324800
Auxiliares Sistemas,200,6900,Mujer,Ingenieria,Armenia,9,1380000
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,8,1324800
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,8,828000
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,8,1104000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,8,1324800
Auxiliares Extensión,74,6900,Hombre,Ingenieria,Armenia,6,510600
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,5,579600
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,8,1324800
Auxiliares Sistemas,200,6900,Mujer,Ingenieria,Armenia,8,1380000
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,8,828000
Auxiliares Sistemas,84,6900,Mujer,Ingenieria,Armenia,9,579600
Auxiliares Extensión,45,6900,Mujer,Ingenieria,Armenia,4,310500
Auxiliares Extensión,65,6900,Hombre,Ingenieria,Armenia,6,448500
Auxiliares Administrativos,90,6900,Hombre,Ingenieria,Armenia,6,621000
Auxiliares Docencia,40,6900,Mujer,Ingenieria,Armenia,9,276000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Extensión,65,6900,Mujer,Ingenieria,Armenia,8,448500
Auxiliares Sistemas,77,6900,Hombre,Ingenieria,Armenia,3,531300
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,8,1324800
Auxiliares Extensión,65,6900,Hombre,Ingenieria,Armenia,6,448500
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Administrativos,100,6900,Mujer,Ingenieria,Armenia,9,690000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,9,1380000
Auxiliares Extensión,65,6900,Hombre,Ingenieria,Armenia,7,448500
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,7,1324800
Auxiliares Sistemas,200,6900,Mujer,Ingenieria,Armenia,7,1380000
Auxiliares Extensión,60,6900,Hombre,Ingenieria,Armenia,10,414000
Auxiliares Sistemas,74,6900,Mujer,Ingenieria,Armenia,10,510600
Auxiliares Administrativos,100,6900,Mujer,Ingenieria,Armenia,10,690000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Extensión,87,6900,Hombre,Ingenieria,Armenia,10,600300
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,6,1380000
Auxiliares Extensión,152,6900,Hombre,Ingenieria,Armenia,10,1048800
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Administrativos,40,6900,Hombre,Ingenieria,Armenia,8,276000
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,8,1380000
Auxiliares Docencia,40,6900,Mujer,Ingenieria,Armenia,10,276000
Auxiliares Docencia,48,6900,Mujer,Ingenieria,Armenia,10,331200
Auxiliares Extensión,35,6900,Hombre,Ingenieria,Armenia,6,241500
Auxiliares Administrativos,100,6900,Hombre,Ingenieria,Armenia,6,690000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,5,1324800
Auxiliares Administrativos,118,6900,Hombre,Ingenieria,Armenia,3,814200
Auxiliares Administrativos,140,6900,Hombre,Ingenieria,Armenia,6,966000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,3,552000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,3,552000
Auxiliares Administrativos,155,6900,Mujer,Ingenieria,Armenia,3,1069500
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,3,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,3,552000
Auxiliares Administrativos,135,6900,Hombre,Ingenieria,Armenia,6,931500
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,5,552000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,5,552000
Auxiliares Administrativos,155,6900,Mujer,Ingenieria,Armenia,5,1069500
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Administrativos,135,6900,Hombre,Ingenieria,Armenia,9,931500
Auxiliares Docencia,75,6900,Hombre,Ingenieria,Armenia,9,517500
Auxiliares Investigación,75,6900,Hombre,Ingenieria,Armenia,9,517500
Auxiliares Investigación,91,6900,Hombre,Ingenieria,Armenia,9,627900
Auxiliares Investigación,145,6900,Hombre,Ingenieria,Armenia,9,1000500
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,7,552000
Auxiliares Docencia,44,6900,Hombre,Ingenieria,Armenia,9,303600
Auxiliares Docencia,75,6900,Hombre,Ingenieria,Armenia,9,517500
Auxiliares Docencia,75,6900,Hombre,Ingenieria,Armenia,9,517500
Auxiliares Docencia,140,6900,Hombre,Ingenieria,Armenia,9,966000
Auxiliares Administrativos,66,6900,Hombre,Ingenieria,Armenia,9,455400
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,9,1104000
Auxiliares Investigación,140,6900,Hombre,Ingenieria,Armenia,7,966000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,8,552000
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,8,828000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Extensión,111,6900,Hombre,Ingenieria,Armenia,9,765900
Auxiliares Docencia,200,6900,Mujer,Ingenieria,Armenia,9,1380000
Auxiliares Docencia,45,6900,Hombre,Ingenieria,Armenia,10,310500
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,9,1104000
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,9,1104000
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,9,1380000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,10,828000
Auxiliares Investigación,140,6900,Hombre,Ingenieria,Armenia,9,966000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,7,579600
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,120,6900,Hombre,Ingenieria,Armenia,10,828000
Auxiliares Extensión,49,6900,Hombre,Ingenieria,Armenia,5,338100
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,8,1380000
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,8,1380000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,9,1380000
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,8,1380000
Auxiliares Extensión,55,6900,Hombre,Ingenieria,Armenia,5,379500
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,5,1324800
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,5,1380000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,8,1324800
Auxiliares Docencia,93,6900,Hombre,Ingenieria,Armenia,6,641700
Auxiliares Administrativos,150,6900,Mujer,Ingenieria,Armenia,6,1035000
Auxiliares Administrativos,160,6900,Mujer,Ingenieria,Armenia,6,1104000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,1,552000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,1,552000
Auxiliares Administrativos,150,6900,Mujer,Ingenieria,Armenia,1,1035000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,6,1324800
Auxiliares Administrativos,190,6900,Hombre,Ingenieria,Armenia,6,1311000
Auxiliares Administrativos,199,6900,Hombre,Ingenieria,Armenia,6,1373100
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,3,552000
Auxiliares Administrativos,100,6900,Hombre,Ingenieria,Armenia,3,690000
Auxiliares Administrativos,80,6900,Mujer,Ingenieria,Armenia,9,552000
Auxiliares Administrativos,120,6900,Mujer,Ingenieria,Armenia,9,828000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,9,1380000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,5,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,5,1324800
Auxiliares Docencia,94,6900,Hombre,Ingenieria,Armenia,7,648600
Auxiliares Docencia,200,6900,Hombre,Ingenieria,Armenia,7,1380000
Auxiliares Docencia,100,6900,Hombre,Ingenieria,Armenia,1,690000
Auxiliares Extensión,45,6900,Hombre,Ingenieria,Armenia,5,310500
Auxiliares Docencia,110,6900,Hombre,Ingenieria,Armenia,9,759000
Auxiliares Docencia,120,6900,Hombre,Ingenieria,Armenia,7,828000
Auxiliares Docencia,120,6900,Hombre,Ingenieria,Armenia,7,828000
Auxiliares Docencia,100,6900,Mujer,Ingenieria,Armenia,9,690000
Auxiliares Docencia,150,6900,Mujer,Ingenieria,Armenia,7,1035000
Auxiliares Docencia,48,6900,Mujer,Ingenieria,Armenia,9,331200
Auxiliares Docencia,51,6900,Hombre,Ingenieria,Armenia,8,351900
Auxiliares Docencia,150,6900,Hombre,Ingenieria,Armenia,8,1035000
Auxiliares Docencia,75,6900,Hombre,Ingenieria,Armenia,8,517500
Auxiliares Docencia,40,6900,Hombre,Ingenieria,Armenia,11,276000
Auxiliares Docencia,200,6900,Hombre,Ingenieria,Armenia,5,1380000
Auxiliares Docencia,51,6900,Hombre,Ingenieria,Armenia,8,351900
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,8,1035000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Administrativos,120,6900,Mujer,Ingenieria,Armenia,10,828000
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Administrativos,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,3,1324800
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,3,1324800
Auxiliares Investigación,65,6900,Hombre,Ingenieria,Armenia,6,448500
Auxiliares Docencia,45,6900,Hombre,Ingenieria,Armenia,5,310500
Auxiliares Docencia,48,6900,Mujer,Ingenieria,Armenia,10,331200
Auxiliares Docencia,182,6900,Mujer,Ingenieria,Armenia,10,1255800
Auxiliares Extensión,75,6900,Hombre,Ingenieria,Armenia,4,517500
Auxiliares Docencia,180,6900,Hombre,Ingenieria,Armenia,4,1242000
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,5,1324800
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,5,1035000
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,5,1104000
Auxiliares Docencia,180,6900,Hombre,Ingenieria,Armenia,2,1242000
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,6,1035000
Auxiliares Docencia,100,6900,Hombre,Ingenieria,Armenia,9,690000
Auxiliares Administrativos,30,6900,Hombre,Ingenieria,Armenia,6,207000
Auxiliares Extensión,60,6900,Hombre,Ingenieria,Armenia,6,414000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,6,552000
Auxiliares Docencia,20,6900,Hombre,Ingenieria,Armenia,3,138000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,8,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,8,552000
Auxiliares Administrativos,30,6900,Hombre,Ingenieria,Armenia,10,207000
Auxiliares Administrativos,64,6900,Hombre,Ingenieria,Armenia,10,441600
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,10,331200
Auxiliares Docencia,90,6900,Hombre,Ingenieria,Armenia,10,621000
Auxiliares Docencia,90,6900,Hombre,Ingenieria,Armenia,10,621000
Auxiliares Docencia,168,6900,Hombre,Ingenieria,Armenia,10,1159200
Auxiliares Administrativos,200,6900,Mujer,Ingenieria,Armenia,5,1380000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Docencia,65,6900,Hombre,Ingenieria,Armenia,10,448500
Auxiliares Docencia,65,6900,Hombre,Ingenieria,Armenia,10,448500
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,198,6900,Hombre,Ingenieria,Armenia,10,1366200
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Extensión,66,6900,Hombre,Ingenieria,Armenia,8,455400
Auxiliares Extensión,80,6900,Mujer,Ingenieria,Armenia,1,552000
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,7,331200
Auxiliares Docencia,90,6900,Hombre,Ingenieria,Armenia,7,621000
Auxiliares Docencia,90,6900,Hombre,Ingenieria,Armenia,7,621000
Auxiliares Docencia,180,6900,Hombre,Ingenieria,Armenia,7,1242000
Auxiliares Administrativos,40,6900,Hombre,Ingenieria,Armenia,10,276000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,10,1035000
Auxiliares Administrativos,30,6900,Mujer,Ingenieria,Armenia,10,207000
Auxiliares Administrativos,150,6900,Mujer,Ingenieria,Armenia,10,1035000
Auxiliares Sistemas,84,6900,Hombre,Ingenieria,Armenia,10,579600
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,5,331200
Auxiliares Administrativos,66,6900,Hombre,Ingenieria,Armenia,10,455400
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Investigación,53,6900,Hombre,Ingenieria,Armenia,10,365700
Auxiliares Administrativos,48,6900,Hombre,Ingenieria,Armenia,10,331200
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Docencia,90,6900,Hombre,Ingenieria,Armenia,10,621000
Auxiliares Docencia,100,6900,Hombre,Ingenieria,Armenia,10,690000
Auxiliares Docencia,50,6900,Hombre,Ingenieria,Armenia,6,345000
Auxiliares Sistemas,200,6900,Mujer,Ingenieria,Armenia,10,1380000
Auxiliares Docencia,70,6900,Hombre,Ingenieria,Armenia,5,483000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,9,1324800
Auxiliares Administrativos,36,6900,Hombre,Ingenieria,Armenia,10,248400
Auxiliares Administrativos,50,6900,Hombre,Ingenieria,Armenia,10,345000
Auxiliares Administrativos,50,6900,Hombre,Ingenieria,Armenia,10,345000
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,10,1035000
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,10,1324800
Auxiliares Extensión,65,6900,Hombre,Ingenieria,Armenia,9,448500
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Docencia,100,6900,Hombre,Ingenieria,Armenia,6,690000
Auxiliares Sistemas,84,6900,Mujer,Ingenieria,Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,10,1324800
Auxiliares Docencia,64,6900,Mujer,Ingenieria,Armenia,9,441600
Auxiliares Docencia,96,6900,Mujer,Ingenieria,Armenia,9,662400
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,9,1324800
Auxiliares Docencia,48,6900,Mujer,Ingenieria,Armenia,2,331200
Auxiliares Extensión,80,6900,Mujer,Ingenieria,Armenia,2,552000
Auxiliares Administrativos,40,6900,Hombre,Ingenieria,Armenia,10,276000
Auxiliares Sistemas,119,6900,Hombre,Ingenieria,Armenia,10,821100
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Docencia,96,6900,Mujer,Ingenieria,Armenia,9,662400
Auxiliares Administrativos,145,6900,Mujer,Ingenieria,Armenia,9,1000500
Auxiliares Docencia,64,6900,Mujer,Ingenieria,Armenia,9,441600
Auxiliares Docencia,70,6900,Mujer,Ingenieria,Armenia,9,483000
